ʃnɛl	ʃnɛl	ʃnɛl	schnell	x	Werkstatt finden Finden Sie Ihr Wunschauto Über die Suchbox erhalten Sie schnell und bequem aktuelle Autoanzeigen zur gewünschten Marke und zum gewünschten Modell in Ihrer Stadt und Umgebung
modɛl	modɛl	modɛl	Modell	x	Werkstatt finden Finden Sie Ihr Wunschauto Über die Suchbox erhalten Sie schnell und bequem aktuelle Autoanzeigen zur gewünschten Marke und zum gewünschten Modell in Ihrer Stadt und Umgebung
ʃtat	ʃtat	ʃtat	Stadt	x	Werkstatt finden Finden Sie Ihr Wunschauto Über die Suchbox erhalten Sie schnell und bequem aktuelle Autoanzeigen zur gewünschten Marke und zum gewünschten Modell in Ihrer Stadt und Umgebung
aʊs	aʊs	aʊs	Aus	x	Aus Datenschutzgründen wird Ihre Adresse nur dann gespeichert wenn Sie angemeldeter und eingeloggter Nutzer des Netzwerkes sind
dan	dan	dan	dann	x	Aus Datenschutzgründen wird Ihre Adresse nur dann gespeichert wenn Sie angemeldeter und eingeloggter Nutzer des Netzwerkes sind
vɛn	vɛn	vɛn	wenn	x	Aus Datenschutzgründen wird Ihre Adresse nur dann gespeichert wenn Sie angemeldeter und eingeloggter Nutzer des Netzwerkes sind
zɪnt	zɪnt	zɪnt	sind	x	Aus Datenschutzgründen wird Ihre Adresse nur dann gespeichert wenn Sie angemeldeter und eingeloggter Nutzer des Netzwerkes sind
vɔlən	vɔlən	vɔlən	wollen	x	Wenn Sie mehr zum Thema Datenschutz wissen wollen klicken Sie auf das i
i	i	i	i	x	Wenn Sie mehr zum Thema Datenschutz wissen wollen klicken Sie auf das i
lɛtstə	lɛtstə	lɛtstə	letzte	x	Nachdem es die letzte Zeit etwas ruhiger um Amar geworden ist hat er heute einen neuen Freetrack mit dem Titel Exclusive feat
ʊm	ʊm	ʊm	um	x	Nachdem es die letzte Zeit etwas ruhiger um Amar geworden ist hat er heute einen neuen Freetrack mit dem Titel Exclusive feat
ɪst	ɪst	ɪst	ist	x	Nachdem es die letzte Zeit etwas ruhiger um Amar geworden ist hat er heute einen neuen Freetrack mit dem Titel Exclusive feat
hat	hat	hat	hat	x	Nachdem es die letzte Zeit etwas ruhiger um Amar geworden ist hat er heute einen neuen Freetrack mit dem Titel Exclusive feat
dem	dem	dem	dem	x	Nachdem es die letzte Zeit etwas ruhiger um Amar geworden ist hat er heute einen neuen Freetrack mit dem Titel Exclusive feat
zon	zon	zon	Son	x	Midy Kosov Son Saifa
als	als	als	als	x	Sie kommentieren als Gast
ɪc	ɪc	ɪc	Ich	x	Ich glaube nicht an Konzepte nur an Menschen
nɪct	nɪct	nɪct	nicht	x	Ich glaube nicht an Konzepte nur an Menschen
an	an	an	an	x	Ich glaube nicht an Konzepte nur an Menschen
kɔntsɛptə	kɔntsɛptə	kɔntsɛptə	Konzepte	x	Ich glaube nicht an Konzepte nur an Menschen
fɔn	fɔn	fɔn	von	x	Tinapp spricht sogar von einem “Relaunch” also einer deutlich spürbaren Neupositionierung der Marke Xbox
alzo	alzo	alzo	also	x	Tinapp spricht sogar von einem “Relaunch” also einer deutlich spürbaren Neupositionierung der Marke Xbox
vaɪn	vaɪn	vaɪn	Wein	x	Neuer Wein in alter Konsole
kɔnzolə	kɔnzolə	kɔnzolə	Konsole	x	Neuer Wein in alter Konsole
kœntə	kœntə	kœntə	Könnte	x	Könnte klingen wie alter Wein in neuen Schläuchen aber nach meiner Einschätzung macht Microsoft hier genau das Richtige
klɪŋən	klɪŋən	klɪŋən	klingen	x	Könnte klingen wie alter Wein in neuen Schläuchen aber nach meiner Einschätzung macht Microsoft hier genau das Richtige
aɪnʃɛtsʊŋ	aɪnʃɛtsʊŋ	aɪnʃɛtsʊŋ	Einschätzung	x	Könnte klingen wie alter Wein in neuen Schläuchen aber nach meiner Einschätzung macht Microsoft hier genau das Richtige
maxt	maxt	maxt	macht	x	Könnte klingen wie alter Wein in neuen Schläuchen aber nach meiner Einschätzung macht Microsoft hier genau das Richtige
tsumɪndəst	tsumɪndəst	tsumɪndəst	zumindest	x	Oder auch das Auftreten in der Werbung war zumindest polydirektional
dɔx	dɔx	dɔx	doch	x	Oder dann doch Viva Pinata
baɪ	baɪ	baɪ	bei	x	Und bei beidem zusammen galt bisher immer
tsuzamən	tsuzamən	tsuzamən	zusammen	x	Und bei beidem zusammen galt bisher immer
ven	ven	ven	Wen	x	Wen will ich eigentlich ansprechen
vɪl	vɪl	vɪl	will	x	Wen will ich eigentlich ansprechen
aɪnə	aɪnə	aɪnə	eine	x	Warum irritiert eigentlich immer die eine Zielgruppe die andere sobald sie die gleiche Konsole verwenden
zobalt	zobalt	zobalt	sobald	x	Warum irritiert eigentlich immer die eine Zielgruppe die andere sobald sie die gleiche Konsole verwenden
zaɪn	zaɪn	zaɪn	sein	x	Mag also sein dass alles schon da war aber falsch verkauft wurde
das	das	das	dass	x	Mag also sein dass alles schon da war aber falsch verkauft wurde
aləs	aləs	aləs	alles	x	Mag also sein dass alles schon da war aber falsch verkauft wurde
ʃon	ʃon	ʃon	schon	x	Mag also sein dass alles schon da war aber falsch verkauft wurde
falʃ	falʃ	falʃ	falsch	x	Mag also sein dass alles schon da war aber falsch verkauft wurde
nun	nun	nun	nun	x	Aber genau das ist nun mal der Job des Marketings
haltə	haltə	haltə	halte	x	Ich halte extrem viel von dieser Agentur
fil	fil	fil	viel	x	Ich halte extrem viel von dieser Agentur
ʃvɛŋk	ʃvɛŋk	ʃvɛŋk	Schwenk	x	Und schließlich tippe ich dass wir einen massiven Schwenk der Aufmerksamkeit erleben
zɪct	zɪct	zɪct	Sicht	x	Aus professioneller Sicht scheint Microsoft gerade sehr gute Weichen zu stellen das kann ökonomisch was werden
kan	kan	kan	kann	x	Aus professioneller Sicht scheint Microsoft gerade sehr gute Weichen zu stellen das kann ökonomisch was werden
økonomɪʃ	økonomɪʃ	økonomɪʃ	ökonomisch	x	Aus professioneller Sicht scheint Microsoft gerade sehr gute Weichen zu stellen das kann ökonomisch was werden
vas	vas	vas	was	x	Aus professioneller Sicht scheint Microsoft gerade sehr gute Weichen zu stellen das kann ökonomisch was werden
mɪc	mɪc	mɪc	mich	x	Als Familienvater freue ich mich auf die Entbrutalisierung des Images unter dem wir Spieler ja immer noch leiden
nɔx	nɔx	nɔx	noch	x	Als Familienvater freue ich mich auf die Entbrutalisierung des Images unter dem wir Spieler ja immer noch leiden
mʊs	mʊs	mʊs	muss	x	Mmmh muss ich überlegen
video	video	video	Video	x	Video Kennt
zɪc	zɪc	zɪc	sich	x	die Coke Zero Werbung in der die Kinogäste sich ihren teuren Becher Cola kaufen und sich dann ins Kino setzen
ɪns	ɪns	ɪns	ins	x	die Coke Zero Werbung in der die Kinogäste sich ihren teuren Becher Cola kaufen und sich dann ins Kino setzen
kino	kino	kino	Kino	x	die Coke Zero Werbung in der die Kinogäste sich ihren teuren Becher Cola kaufen und sich dann ins Kino setzen
aləm	aləm	aləm	allem	x	Zu allem Überfluss ist der Typ auch noch stolz auf seinen Beschiss und gibt seinen Betrug meine Meinung meine nichtjuristische Wertung des Umstandes auch noch offen zu
typ	typ	typ	Typ	x	Zu allem Überfluss ist der Typ auch noch stolz auf seinen Beschiss und gibt seinen Betrug meine Meinung meine nichtjuristische Wertung des Umstandes auch noch offen zu
ʃtɔlts	ʃtɔlts	ʃtɔlts	stolz	x	Zu allem Überfluss ist der Typ auch noch stolz auf seinen Beschiss und gibt seinen Betrug meine Meinung meine nichtjuristische Wertung des Umstandes auch noch offen zu
zaɪnən	zaɪnən	zaɪnən	seinen	x	Zu allem Überfluss ist der Typ auch noch stolz auf seinen Beschiss und gibt seinen Betrug meine Meinung meine nichtjuristische Wertung des Umstandes auch noch offen zu
bəʃɪs	bəʃɪs	bəʃɪs	Beschiss	x	Zu allem Überfluss ist der Typ auch noch stolz auf seinen Beschiss und gibt seinen Betrug meine Meinung meine nichtjuristische Wertung des Umstandes auch noch offen zu
maɪnə	maɪnə	maɪnə	meine	x	Zu allem Überfluss ist der Typ auch noch stolz auf seinen Beschiss und gibt seinen Betrug meine Meinung meine nichtjuristische Wertung des Umstandes auch noch offen zu
ʊmʃtandəs	ʊmʃtandəs	ʊmʃtandəs	Umstandes	x	Zu allem Überfluss ist der Typ auch noch stolz auf seinen Beschiss und gibt seinen Betrug meine Meinung meine nichtjuristische Wertung des Umstandes auch noch offen zu
anzats	anzats	anzats	Ansatz	x	Sicher der Ansatz mag seinen Sinn haben und Zweck erfüllen denn eine zuckerlose Cola ist bestimmt viel gesünder schmeckt aber genau so toll hust
zɪn	zɪn	zɪn	Sinn	x	Sicher der Ansatz mag seinen Sinn haben und Zweck erfüllen denn eine zuckerlose Cola ist bestimmt viel gesünder schmeckt aber genau so toll hust
tsvɛk	tsvɛk	tsvɛk	Zweck	x	Sicher der Ansatz mag seinen Sinn haben und Zweck erfüllen denn eine zuckerlose Cola ist bestimmt viel gesünder schmeckt aber genau so toll hust
dɛn	dɛn	dɛn	denn	x	Sicher der Ansatz mag seinen Sinn haben und Zweck erfüllen denn eine zuckerlose Cola ist bestimmt viel gesünder schmeckt aber genau so toll hust
ʃmɛkt	ʃmɛkt	ʃmɛkt	schmeckt	x	Sicher der Ansatz mag seinen Sinn haben und Zweck erfüllen denn eine zuckerlose Cola ist bestimmt viel gesünder schmeckt aber genau so toll hust
zo	zo	zo	so	x	Sicher der Ansatz mag seinen Sinn haben und Zweck erfüllen denn eine zuckerlose Cola ist bestimmt viel gesünder schmeckt aber genau so toll hust
tɔl	tɔl	tɔl	toll	x	Sicher der Ansatz mag seinen Sinn haben und Zweck erfüllen denn eine zuckerlose Cola ist bestimmt viel gesünder schmeckt aber genau so toll hust
ʃøn	ʃøn	ʃøn	Schön	x	Klartext Schön es gibt also mehr im All als Gasriesen und Steinklumpen aber eine Alternative zu unserer Erde ist noch immer nicht gefunden
al	al	al	All	x	Klartext Schön es gibt also mehr im All als Gasriesen und Steinklumpen aber eine Alternative zu unserer Erde ist noch immer nicht gefunden
komɪʃ	komɪʃ	komɪʃ	Komisch	x	Komisch dass wir unseren eigenen Planeten noch immer heiter abholzen kaputtbomben und systematisch leer ernten
fɪndə	fɪndə	fɪndə	finde	x	Schön finde ich dass sich die Besetzung der Kerncrew in allen drei Teilen nicht geändert hat
bəzɛtsʊŋ	bəzɛtsʊŋ	bəzɛtsʊŋ	Besetzung	x	Schön finde ich dass sich die Besetzung der Kerncrew in allen drei Teilen nicht geändert hat
alən	alən	alən	allen	x	Schön finde ich dass sich die Besetzung der Kerncrew in allen drei Teilen nicht geändert hat
taɪlən	taɪlən	taɪlən	Teilen	x	Schön finde ich dass sich die Besetzung der Kerncrew in allen drei Teilen nicht geändert hat
fil	fil	fil	Phil	x	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
hɛlms	hɛlms	hɛlms	Helms	x	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
tsax	tsax	tsax	Zach	x	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
nɛctlɪcə	nɛctlɪcə	nɛctlɪcə	nächtliche	x	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
ɛmpfilt	ɛmpfilt	ɛmpfilt	empfiehlt	x	Meral Schnatterer ist die aktuelle Werbefigur von Sensodyne die eben diese Zahnpasta empfiehlt
fax	fax	fax	Fach	x	Die Dame ist offenbar vom Fach denn sie ist keine Zahnarztfrau mehr sondern eine Dentalhygienikerin und weiß somit offenbar wovon sie da redet
kaɪnə	kaɪnə	kaɪnə	keine	x	Die Dame ist offenbar vom Fach denn sie ist keine Zahnarztfrau mehr sondern eine Dentalhygienikerin und weiß somit offenbar wovon sie da redet
ɛntʃtet	ɛntʃtet	ɛntʃtet	entsteht	x	Bevor hier der Eindruck entsteht dass ich mich über den Berufszweig des Dentalhygienikers lustig mache oder ihn herabwürdige mitnichten Herrschaften
in	in	in	ihn	x	Bevor hier der Eindruck entsteht dass ich mich über den Berufszweig des Dentalhygienikers lustig mache oder ihn herabwürdige mitnichten Herrschaften
meditsinɪʃə	meditsinɪʃə	meditsinɪʃə	medizinische	x	Ein Dentalhygieniker ist aus meiner Sicht eine durchaus glaubhaftere Werbefigur als die Zahnarztfrau oder der Zahnarztbriefträger oder der Zahnarztzulieferer der medizinische Eiltransporte auch zu schlafender Stunde realisiert
ʃtʊndə	ʃtʊndə	ʃtʊndə	Stunde	x	Ein Dentalhygieniker ist aus meiner Sicht eine durchaus glaubhaftere Werbefigur als die Zahnarztfrau oder der Zahnarztbriefträger oder der Zahnarztzulieferer der medizinische Eiltransporte auch zu schlafender Stunde realisiert
fɛlt	fɛlt	fɛlt	fällt	x	Mir fällt bei derart Werbefilmchen nur immer wieder auf dass hier eine sehr verschleierte Art angewandt wird die Vorteile eines Produktes hervorzuheben
aɪnəs	aɪnəs	aɪnəs	eines	x	Mir fällt bei derart Werbefilmchen nur immer wieder auf dass hier eine sehr verschleierte Art angewandt wird die Vorteile eines Produktes hervorzuheben
man	man	man	man	x	Der Werbespot den man uns derzeit im kredenzt ist dafür umso besser gelungen
ʊns	ʊns	ʊns	uns	x	Der Werbespot den man uns derzeit im kredenzt ist dafür umso besser gelungen
ʊmzo	ʊmzo	ʊmzo	umso	x	Der Werbespot den man uns derzeit im kredenzt ist dafür umso besser gelungen
vaɪl	vaɪl	vaɪl	weil	x	Wie die Weiber aus der Pelle hoppsen weil sie das Gleiche anhaben köstlich
kœstlɪc	kœstlɪc	kœstlɪc	köstlich	x	Wie die Weiber aus der Pelle hoppsen weil sie das Gleiche anhaben köstlich
lip	lip	lip	lieb	x	Unglaubwürdig ist an dem Spot auch noch dass sich die Mädels nach ihrem Fight direkt wieder verstehen lieb haben und ein Bild vom Modezwilling an Bonprix schicken um ein Jahr lang und Mode für ein ganzes Jahr gewinnen
bɪlt	bɪlt	bɪlt	Bild	x	Unglaubwürdig ist an dem Spot auch noch dass sich die Mädels nach ihrem Fight direkt wieder verstehen lieb haben und ein Bild vom Modezwilling an Bonprix schicken um ein Jahr lang und Mode für ein ganzes Jahr gewinnen
laŋ	laŋ	laŋ	lang	x	Unglaubwürdig ist an dem Spot auch noch dass sich die Mädels nach ihrem Fight direkt wieder verstehen lieb haben und ein Bild vom Modezwilling an Bonprix schicken um ein Jahr lang und Mode für ein ganzes Jahr gewinnen
bəkɔmən	bəkɔmən	bəkɔmən	bekommen	x	Ich hab die Frage neulich gestellt bekommen und konnte mich einfach nicht daran erinnern wie das geklappt hat
kɔntə	kɔntə	kɔntə	konnte	x	Ich hab die Frage neulich gestellt bekommen und konnte mich einfach nicht daran erinnern wie das geklappt hat
aɪnfax	aɪnfax	aɪnfax	einfach	x	Ich hab die Frage neulich gestellt bekommen und konnte mich einfach nicht daran erinnern wie das geklappt hat
zɔl	zɔl	zɔl	soll	x	Warum soll das dann überhaupt funktionieren wenn das Display ausgeschaltet ist
tsimlɪc	tsimlɪc	tsimlɪc	ziemlich	x	Und die Antwort ist dazu noch ziemlich einfach
zaɪnə	zaɪnə	zaɪnə	Seine	x	Seine Videos sind mittlerweile sehr bekannt und ich bin bei Weitem nicht der Einzige der sich fragt Wie macht der das
bəkant	bəkant	bəkant	bekannt	x	Seine Videos sind mittlerweile sehr bekannt und ich bin bei Weitem nicht der Einzige der sich fragt Wie macht der das
definitif	definitif	definitif	definitiv	x	Ich schau da definitiv täglich rein
tɛklɪc	tɛklɪc	tɛklɪc	täglich	x	Ich schau da definitiv täglich rein
aʊto	aʊto	aʊto	Auto	x	Da hopst ein Turmspringer durch das Auto mit geöffneten Türen von einem Sprungbrett direkt in ein Schwimmbecken
elɛndɪc	elɛndɪc	elɛndɪc	elendig	x	Die Botschaft des Spots ist dass man als Nutzer des Ford elendig viel Raum im Fahrzeug selbst und einen wirklich luxuriösen Einstiegs und Ausstiegskomfort genießen kann sofern er sich für das Fahrzeug entscheidet
zɛlpst	zɛlpst	zɛlpst	selbst	x	Die Botschaft des Spots ist dass man als Nutzer des Ford elendig viel Raum im Fahrzeug selbst und einen wirklich luxuriösen Einstiegs und Ausstiegskomfort genießen kann sofern er sich für das Fahrzeug entscheidet
maɪn	maɪn	maɪn	Mein	x	Mein erster Gedanke Fake animiert oder sonst was
zɔnst	zɔnst	zɔnst	sonst	x	Mein erster Gedanke Fake animiert oder sonst was
tantə	tantə	tantə	Tante	x	Mein zweiter Gedanke Frag mal Tante Google ob die nicht ein Making of des Spots parat hat
mɛŋən	mɛŋən	mɛŋən	Mengen	x	In welchen Mengen ist Salz aber tatsächlich empfehlenswert
zalts	zalts	zalts	Salz	x	In welchen Mengen ist Salz aber tatsächlich empfehlenswert
tatzɛclɪc	tatzɛclɪc	tatzɛclɪc	tatsächlich	x	In welchen Mengen ist Salz aber tatsächlich empfehlenswert
mɛŋə	mɛŋə	mɛŋə	Menge	x	Diese Menge entspricht etwa einem gestrichenen Teelöffel Salz
mɛnʃlɪcə	mɛnʃlɪcə	mɛnʃlɪcə	menschliche	x	Der menschliche Körper benötigt Salz unter Anderem für die Regulierung des Wasserhaushaltes und den Knochenaufbau
zɔltə	zɔltə	zɔltə	sollte	x	Salz ist also wichtig aber sollte immer in Maßen genossen werden
hant	hant	hant	Hand	x	Wer seine Speisen überwiegend selbst zubereitet hat es in der Hand gewissenhaft mit Salz zu würzen
jedɔx	jedɔx	jedɔx	jedoch	x	Das meiste Salz wird jedoch mit verarbeiteten Lebensmitteln aufgenommen bei denen es sich nicht ausschließlich um Fast Food handelt
denən	denən	denən	denen	x	Das meiste Salz wird jedoch mit verarbeiteten Lebensmitteln aufgenommen bei denen es sich nicht ausschließlich um Fast Food handelt
fast	fast	fast	Fast	x	Das meiste Salz wird jedoch mit verarbeiteten Lebensmitteln aufgenommen bei denen es sich nicht ausschließlich um Fast Food handelt
flaɪʃ	flaɪʃ	flaɪʃ	Fleisch	x	Auch Klassiker wie Fleisch und Wurstwaren sowie Brot und Käse enthalten Salz
baɪm	baɪm	baɪm	beim	x	Der Körper verliert Salz beim Schwitzen und über Ausscheidungen
hoən	hoən	hoən	hohen	x	Das beweisen unter anderem die zahlreichen Spitzenköche aus dem hohen Norden in namhaften Restaurants
tɪʃ	tɪʃ	tɪʃ	Tisch	x	Auf den Tisch kommen in Dänemark Finnland oder Schweden so zum Beispiel Fische aus der benachbarten Ostsee
kɔmən	kɔmən	kɔmən	kommen	x	Auf den Tisch kommen in Dänemark Finnland oder Schweden so zum Beispiel Fische aus der benachbarten Ostsee
baɪʃpil	baɪʃpil	baɪʃpil	Beispiel	x	Auf den Tisch kommen in Dänemark Finnland oder Schweden so zum Beispiel Fische aus der benachbarten Ostsee
fɪʃə	fɪʃə	fɪʃə	Fische	x	Auf den Tisch kommen in Dänemark Finnland oder Schweden so zum Beispiel Fische aus der benachbarten Ostsee
ɔstze	ɔstze	ɔstze	Ostsee	x	Auf den Tisch kommen in Dänemark Finnland oder Schweden so zum Beispiel Fische aus der benachbarten Ostsee
ʃpilən	ʃpilən	ʃpilən	spielen	x	Auch saisonale Produkte wie Gemüse spielen eine große Rolle
ɔslo	ɔslo	ɔslo	Oslo	x	Zu den Spezialitäten aus Oslo und Drumherum zählen zudem Lutefisk ein getrockneter Fisch und Stockfisch
fɪʃ	fɪʃ	fɪʃ	Fisch	x	Zu den Spezialitäten aus Oslo und Drumherum zählen zudem Lutefisk ein getrockneter Fisch und Stockfisch
ʃtɔkfɪʃ	ʃtɔkfɪʃ	ʃtɔkfɪʃ	Stockfisch	x	Zu den Spezialitäten aus Oslo und Drumherum zählen zudem Lutefisk ein getrockneter Fisch und Stockfisch
dɛnɪʃə	dɛnɪʃə	dɛnɪʃə	dänische	x	Zur nordischen Küche gehören auch dänische Gerichte wie Labskaus Hering Krabben und Dorsch die auch in der norddeutschen Küche verbreitet sind
zɛtst	zɛtst	zɛtst	setzt	x	Auch die Küche Islands setzt auf regionale Köstlichkeiten wie Wildlachs Forellen und Wildgeflügel
ap	ap	ap	ab	x	Häufig werden Lebensmittel entsorgt weil ihr Mindesthaltbarkeitsdatum ab gelaufen ist
hɛlftə	hɛlftə	hɛlftə	Hälfte	x	Diese Kampagne erreicht etwas mehr als die Hälfte aller deutschen Lebensmittelgeschäfte
tsu	tsu	tsu	„zu	x	Sensible Lebensmittel mit Verfallsdatum „zu verbrauchen bis“ dürfen nach dessen Ablauf nicht mehr gegessen und verkauft werden
bɪs	bɪs	bɪs	bis“	x	Sensible Lebensmittel mit Verfallsdatum „zu verbrauchen bis“ dürfen nach dessen Ablauf nicht mehr gegessen und verkauft werden
zolaŋə	zolaŋə	zolaŋə	Solange	x	Solange es sich um Lebensmittel mit handelt gibt ein Seh Riech oder Geschmackstest Auskunft darüber ob das Produkt auch wenige Tage nach Ablauf des angegebenen Datums noch genießbar ist
pakʊŋən	pakʊŋən	pakʊŋən	Packungen	x	Das gilt allerdings nur für Lebensmittel in originalverschlossenen Packungen
kɔmt	kɔmt	kɔmt	kommt	x	Warum kommt Hausmannskost so gut an
vɛkt	vɛkt	vɛkt	weckt	x	Traditionelle Hausmannskost ist bodenständig u nd weckt bei vielen Genießern sofort Erinnerungen an die Kindheit
klɔpsə	klɔpsə	klɔpsə	Klopse	x	Zu den bekanntesten Gerichten der traditionellen deutschen Küche gehören Rinderrouladen mit Rotkraut und Kartoffeln Rinderbraten Schweinebraten Sauerbraten Kasseler mit Grünkohl oder Kartoffelpüree Frikadellen mit Kartoffelsalat Gulasch Kohlrouladen Königsberger Klopse und Geschnetzeltes
bɪs	bɪs	bɪs	bis	x	Cheddar ist goldgelb bis orange
jʊŋə	jʊŋə	jʊŋə	Junge	x	Junge Cheddars werden hingegen als „Scottish Mild“ angeboten
mɪlt	mɪlt	mɪlt	Mild“	x	Junge Cheddars werden hingegen als „Scottish Mild“ angeboten
alə	alə	alə	alle	x	Wie für alle Käsesorten gilt auch für Cheddar
je	je	je	Je	x	Je länger die Reifezeit desto intensiver und würziger wird das Aroma
dɛsto	dɛsto	dɛsto	desto	x	Je länger die Reifezeit desto intensiver und würziger wird das Aroma
maɪst	maɪst	maɪst	Meist	x	Meist handelt es sich dabei aber um aromatisierten Schmelzkäse der mit dem traditionellen Cheddar nur seinen Namen gemeinsam hat
ʃmɛltskɛzə	ʃmɛltskɛzə	ʃmɛltskɛzə	Schmelzkäse	x	Meist handelt es sich dabei aber um aromatisierten Schmelzkäse der mit dem traditionellen Cheddar nur seinen Namen gemeinsam hat
opst	opst	opst	Obst	x	Obst
mɪlc	mɪlc	mɪlc	Milch	x	Milch und Milchprodukte Warenkunde
vɪlt	vɪlt	vɪlt	Wild	x	Warenkunde Geflügel Wild Wurst und mehr Getreide
ʃtets	ʃtets	ʃtets	stets	x	Da ich für kontroverse Glaubensfragen schon von Berufs wegen stets offen bin habe ich mir spontan das Teil dann auch zugelegt als ich auf Ebay ein entsprechend günstiges Angebot entdeckte
ɛntdɛktə	ɛntdɛktə	ɛntdɛktə	entdeckte	x	Da ich für kontroverse Glaubensfragen schon von Berufs wegen stets offen bin habe ich mir spontan das Teil dann auch zugelegt als ich auf Ebay ein entsprechend günstiges Angebot entdeckte
likt	likt	likt	liegt	x	Das Gerät liegt gut in der Hand ist solide verarbeitet und lässt sich flüssig mit der Hand bedienen
zolidə	zolidə	zolidə	solide	x	Das Gerät liegt gut in der Hand ist solide verarbeitet und lässt sich flüssig mit der Hand bedienen
lɛst	lɛst	lɛst	lässt	x	Das Gerät liegt gut in der Hand ist solide verarbeitet und lässt sich flüssig mit der Hand bedienen
ʃteə	ʃteə	ʃteə	stehe	x	Mit dieser Einschätzung stehe ich nicht alleine da
kaɪn	kaɪn	kaɪn	kein	x	Banane” der Browser kein Werbeblocker keine browserinternen Bookmarks
hatə	hatə	hatə	hatte	x	Jetzt hatte ich meinen gewohnten Browser zum Surfen
møklɪc	møklɪc	møklɪc	möglich	x	Was mich aber massiv störte Scrollen per Touch war nicht möglich ärgerlich beim Websurfen und Multitouch ging überhaupt nicht
kubʊntu	kubʊntu	kubʊntu	Kubuntu	x	Also war das Experiment Kubuntu für mich nach einigen Tagen wieder erledigt
