grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per	olaph_llm	byt5	olaph_llm_per	byt5_per
Aratus	əɹeɪtəs	æɹətəs	æɹæɾəs	ɑɹətəs	compound	ara|tus	0.5	0.6666666666666666	0.5	æɹətəs	ɝeɪtəs	0.5	0.3333333333333333
Araxes	əɹæksiːz	ɑɹæksiz	æɹæksᵻz	ɑɹæksɪz	compound	ar|axes	0.14285714285714285	0.2857142857142857	0.2857142857142857	əɹæksɪz	ɝæksɪz	0.14285714285714285	0.5
Argentinan	ɑɹdʒɪntiːnən	ɑɹdʒəntinən	ɑɹdʒəntɪnən	ɑɹdʒɛntɪnən	compound	argentina|n	0.09090909090909091	0.18181818181818182	0.18181818181818182	ɑɹd͡ʒəntaɪnən	ɑɹdʒəntinən	0.3076923076923077	0.09090909090909091
Arielian	æɹiiːliən	æɹiəliən	æɹiliən	ɑɹiliən	compound	ariel|ian	0.125	0.14285714285714285	0.2857142857142857	ɛɹiliən	ɛɹiliən	0.2857142857142857	0.2857142857142857
Arkansasan	ɑːɹkənsɔːn	ɑɹkənsɑən	ɑɹkənsæsən	ɑɹkənsəsən	compound	arkansas|an	0.2222222222222222	0.3	0.3	ɑɹkənsəsən	ɑɹkænsəsən	0.3	0.4
Arrernte	aɹəndə	ɑɹɜɹnti	ɚɹɜnt	ɛɹɚnt	compound	arr|ern|te	0.7142857142857143	0.8	0.8	ɑɹəɹnteɪ	ɝɝnti	0.625	1.0
Arun	ɑːɹʊn	ɑɹən	æɹʌn	ɑɹən	compound	ar|un	0.25	0.5	0.25	ɑɹun	ɑɹən	0.25	0.25
Arverni	ɑːɹvɜːɹnaɪ	ɑɹvɹni	ɑɹvɚni	ɑɹvɚni	compound	arve|r|ni	0.5	0.6666666666666666	0.6666666666666666	ɑɹvəɹnaɪ	ɑɹvɛɹni	0.125	0.42857142857142855
Asenath	æsɪnæθ	æzɛnəθ	æsɛnət	əsɛnəθ	compound	as|ena|th	0.5	0.5	0.5	əsɛnəθ	eɪsənæθ	0.5	0.42857142857142855
Ashfield	æʃfiːld	æʃfild	æʃfild	æʃfild	compound	ash|field	0.0	0.0	0.0	æʃfild	æʃfild	0.0	0.0
Ashina	ɑːʃiːnə	æʃinə	æʃɪnə	æʃinə	compound	ash|ina	0.2	0.4	0.2	əʃɪnə	əʃinə	0.4	0.2
Ashwick	æʃwɪk	æʃwɪk	æʃwɪk	æʃwɪk	compound	ash|wick	0.0	0.0	0.0	æʃwɪk	æʃwɪk	0.0	0.0
Athamas	æθəmæs	æθəmæs	æθɑməz	æθəməz	compound	atha|mas	0.0	0.5	0.3333333333333333	əθəməz	əθɑməz	0.5	0.6666666666666666
Athenianism	əθiːniənɪzəm	əθiniənɪzəm	æθiniənɪzəm	æθiniənɪzəm	compound	athenian|ism	0.0	0.09090909090909091	0.09090909090909091	əθiniənɪzəm	əθiniənɪzəm	0.0	0.0
Attleborough	ætəlbəɹə	ætəlbɝəʊʌɡ	əɾəlbʌɹəʊ	ætləbɚəʊ	compound	attleboro|ugh	0.4	0.4444444444444444	0.625	ætəlbəɹə	ætəlbɝəʊ	0.0	0.375
Australianise	ɒstɹeɪljənaɪz	ɔstɹeɪljənaɪz	ɔstɹeɪliənaɪz	əstɹəliənɪs	compound	australian|ise	0.07692307692307693	0.15384615384615385	0.5454545454545454	ɔstɹeɪlɪənaɪz	ɔstɹeɪljənaɪz	0.15384615384615385	0.07692307692307693
Australianize	ɒstɹeɪljənaɪz	ɔstɹeɪljənaɪz	ɔstɹeɪliənaɪz	əstɹəliənaɪz	compound	australian|ize	0.07692307692307693	0.15384615384615385	0.3333333333333333	ɔstɹeɪlɪənaɪz	ɔstɹeɪljənaɪz	0.15384615384615385	0.07692307692307693
Austronesia	ɒstɹəniːʒə	ɔstɹəniziə	ɔstɹəʊniʒə	əstɹənsiə	compound	austron|es|ia	0.3	0.2	0.3333333333333333	ɔstɹiniə	ɔstɹəʊniʒə	0.375	0.2
Avonmouth	eɪvənmaʊθ	eɪvɑnməθ	eɪvɑnməθ	əvɑnməθ	compound	avon|mouth	0.125	0.125	0.42857142857142855	eɪvɒnməθ	ævənməθ	0.125	0.2857142857142857
Axmouth	æksməθ	æksməθ	æksməθ	æksməθ	compound	ax|mouth	0.0	0.0	0.0	æksməθ	æksməθ	0.0	0.0
Ayrab	eɪɹæb	eɪɹæb	ɛɹæb	eɪɹəb	compound	ayr|ab	0.0	0.5	0.2	əɹæb	ɛɹəb	0.5	0.75
Azal	əzɑl	əzæl	æzəl	əzəl	compound	az|al	0.25	0.5	0.25	əzæl	eɪzəl	0.25	0.6
Azazel	æzəzɛl	əzəzɛl	æzeɪzəl	əzəzəl	compound	az|az|el	0.16666666666666666	0.42857142857142855	0.3333333333333333	əzəzɛl	æzəzəl	0.16666666666666666	0.16666666666666666
Badajoz	bɑːdəhoʊs	bɑdədʒəʊz	bædədʒɑz	bædədʒəz	compound	bada|jo|z	0.3333333333333333	0.625	0.625	bədʒəʊz	bædədʒɑz	0.5714285714285714	0.625
Badelaide	bædəleɪd	bædəleɪd	beɪdleɪd	bædɛleɪd	compound	b|adelaide	0.0	0.375	0.125	bədɛleɪd	bædəleɪd	0.25	0.0
Bagri	bɑːɡɹi	bæɡɹi	bæɡɹi	bæɡɹi	compound	bag|ri	0.2	0.2	0.2	bəɡɹi	bæɡɹi	0.2	0.2
Baháʼism	bəhɑːɪzm	pahaɪzəm	biəeɪtʃɑᵻdʒɛktɪvaɪɛsɛm	bɑɪzəm	compound	[]	0.5	0.7727272727272727	0.5	bəhɑɪzəm	bəhɑsɪzəm	0.125	0.2222222222222222
Baháʼu'lláh	bəhɑːʊlɑː	pahaɵlɔ	biəeɪtʃɑᵻdʒɛktɪvjuɛlɛlɑeɪtʃ	bɑul	compound	[]	0.7142857142857143	0.8148148148148148	1.0	bəhɑwəllɔ	bəhələ	0.4444444444444444	0.5
Baicheng	baɪtʃɛŋ	bɑɪtʃɛŋ	beɪtʃɛŋ	beɪtʃɪŋ	compound	ba|ich|eng	0.14285714285714285	0.14285714285714285	0.2857142857142857	baɪtʃɛŋ	beɪkɪŋ	0.0	0.6666666666666666
Baihe	baɪhi	bɑaɪhi	beɪh	beɪh	compound	ba|i|he	0.16666666666666666	0.5	0.5	baɪhi	baɪh	0.0	0.25
Baishan	baɪʃæn	bɑɪʃən	beɪʃən	beɪʃən	compound	ba|ish|an	0.3333333333333333	0.3333333333333333	0.3333333333333333	baɪʃən	baɪʃən	0.16666666666666666	0.16666666666666666
Baiyang	baɪjæŋ	bɑaɪjæŋ	beɪjɑŋ	beɪjɑŋ	compound	ba|i|yang	0.14285714285714285	0.3333333333333333	0.3333333333333333	baɪjæŋ	baɪjæŋ	0.0	0.0
Balaam	beɪləm	bɑləæm	bælɑm	bɑlɑm	compound	bala|am	0.5	0.6	0.6	bəlam	bəlɑm	0.6	0.6
Balaton	bælətɒn	bælætɒn	bælætən	bælətən	compound	balat|on	0.14285714285714285	0.2857142857142857	0.14285714285714285	bælətən	bælətən	0.14285714285714285	0.14285714285714285
Ballarat	bæləɹæt	bæləɹæt	bæləɹæt	bælɚət	compound	balla|rat	0.0	0.0	0.5	bɑləɹæt	bælɝæt	0.14285714285714285	0.3333333333333333
Ballindine	bælɪndaɪn	bælɪndaɪn	bælɪndaɪn	bælɪndɪn	compound	ballin|dine	0.0	0.0	0.125	bælindaɪn	bælɪndaɪn	0.1111111111111111	0.0
Ballybunion	bælibʌniən	bɔlibʌnɪən	bælɪbjuniən	bæljbjunjən	compound	bally|bunion	0.2	0.2727272727272727	0.36363636363636365	bælɪbʌnjən	bælɪbjunjən	0.2	0.36363636363636365
Ballymena	bælimiːnə	bɔliminə	bælɪminə	bælimənə	compound	bally|mena	0.125	0.125	0.125	bælɪminə	bæləminə	0.125	0.125
Bandersnatch	bændəɹsnætʃ	bændəɹznætʃ	bændɚsnætʃ	bændɚznætʃ	compound	banders|natch	0.09090909090909091	0.2	0.3	bændəɹsnæt͡ʃ	bændɝsnætʃ	0.08333333333333333	0.2
Banzhudang	bændʒudæŋ	bænʒudæŋ	bænʒjudæŋ	bænhudæŋ	compound	ban|zhu|dang	0.125	0.2222222222222222	0.25	bænʒudæŋ	bænzhudæŋ	0.125	0.2222222222222222
Baode	baʊdi	bədə	beɪɑd	beɪd	compound	bao|de	0.25	0.8	0.75	bəd	bəəʊd	0.3333333333333333	0.6
Baoding	baʊdɪŋ	bədɪŋ	beɪɑdɪŋ	bædɪŋ	compound	bao|ding	0.0	0.42857142857142855	0.2	bədɪŋ	bədɪŋ	0.0	0.0
Baoji	baʊdʒiː	bədʒi	beɪɑdʒi	bædʒi	compound	bao|ji	0.0	0.42857142857142855	0.2	bəd͡ʒi	bədʒi	0.16666666666666666	0.0
Baoshan	baʊʃæn	bəʃæn	beɪɑʃən	bæʃən	compound	bao|shan	0.0	0.5714285714285714	0.4	bəʃən	bəʃən	0.2	0.2
Baoting	baʊtɪŋ	bətɪŋ	beɪɑɾɪŋ	bætɪŋ	compound	bao|ting	0.0	0.5714285714285714	0.2	bətɪŋ	bətɪŋ	0.0	0.0
Baryakin	bəɹjakɪn	bɑjækɪn	bɑɹɹɪækɪn	bɛɹieɪkɪn	compound	bar|yakin	0.42857142857142855	0.4444444444444444	0.4444444444444444	bɑɹiækɪn	bɛɹiɑkɪn	0.375	0.375
Baryakina	bəɹjakɪnə	bɑjækɪnə	bɑɹɹɪəkinə	bɛɹieɪkinə	compound	bar|yakin|a	0.375	0.5	0.5	bɑɹiɑkɪnə	bɑɹjəkinə	0.3333333333333333	0.3333333333333333
