grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per	olaph_llm	byt5	olaph_llm_per	byt5_per
Abbestellen	apbəʃtɛlən	apbəʃtɛlən	apbəʃtɛlən	abəʃtɛlən	dict	[]	0.0	0.0	0.1111111111111111	apbəʃtɛlən	abɛʃtɛlən	0.0	0.2222222222222222
Abbestellung	apbəʃtɛlʊŋ	apbəʃtɛlʊŋ	apbəʃtɛlʊŋ	apbəʃtɛllʊŋ	dict	[]	0.0	0.0	0.09090909090909091	apbəʃtɛlʊŋ	abɛstɛlʌŋ	0.0	0.4444444444444444
Abbezahlung	apbətsaːlʊŋ	apbətsalʊŋ	apbətsɑlʊŋ	apbətsalʊŋ	dict	[]	0.0	0.1	0.0	apbət͡salʊŋ	abɪzɑlʌŋ	0.09090909090909091	0.75
Abbiegung	apbiːɡʊŋ	apbiɡʊŋ	apbiɡʊŋ	apbigʊŋ	dict	[]	0.0	0.0	0.14285714285714285	apbiɡʊŋ	abiɡʌŋ	0.0	0.3333333333333333
Abbildung	apbɪldʊŋ	apbɪldʊŋ	apbɪldʊŋ	apbɪldʊŋ	dict	[]	0.0	0.0	0.0	apbɪldʊŋ	abɪldʌŋ	0.0	0.2857142857142857
Abbildungstechnologie	apbɪldʊŋstɛcnoloɡiː	apbɪldʊŋstɛcnoloɡi	apbɪldʊŋstɛcnoloɡi	apbɪldʊŋstɛcnologijə	compound	abbildung|s|technologie	0.0	0.0	0.15	apbɪldʊŋstɛçnoloɡi	abɪldʌŋstɛxnoloʒi	0.05555555555555555	0.23529411764705882
Abbinden	apbɪndən	apbɪndn	apbɪndən	apbɪndn	dict	[]	0.14285714285714285	0.0	0.14285714285714285	apbɪndn̩	abɪndən	0.25	0.14285714285714285
Abbiss	apbɪs	apbɪs	apbɪs	apbɪs	dict	[]	0.0	0.0	0.0	apɪs	abɪs	0.25	0.25
Abbitte	ʔapbɪtə	apbɪtə	apbɪtə	apbɪtə	dict	[]	0.0	0.0	0.0	apbɪtə	abɪtə	0.0	0.2
Abbitten	ʔapbɪtən	apbɪtn	apbɪtən	apbɪtən	dict	[]	0.16666666666666666	0.0	0.0	apbɪtn̩	abɪtən	0.2857142857142857	0.16666666666666666
Abblendlicht	apblɛntlɪct	apblɛntlɪct	apblɛndlɪct	apblɛndlɪct	dict	[]	0.0	0.09090909090909091	0.09090909090909091	apblɛntlɪçt	abləntlɪçt	0.09090909090909091	0.3
Abblitzen	apblɪtsən	apblɪtsn	apblɪtsən	apblɪtsən	dict	[]	0.125	0.0	0.0	apblɪt͡sn̩	ablɪtsən	0.3	0.125
Abblitzer	apblɪtsɐ	apblɪtsɐ	apblɪtsɜ	apblɪtsɐ	dict	[]	0.0	0.125	0.0	apblɪt͡sɐ	ablɪtsɜ	0.1111111111111111	0.2857142857142857
Abblühen	ʔapblyːən	apblyən	apblyən	apblyən	dict	[]	0.0	0.0	0.0	apblyən	ablyən	0.0	0.16666666666666666
Abbrecher	apbʁɛcɐ	apbʁɛcɐ	apbɾɛcɜ	apbʁɛcɐ	dict	[]	0.0	0.2857142857142857	0.0	apbʁɛçɐ	abɹɛʃɚ	0.14285714285714285	0.6666666666666666
Abbrennen	apbʁɛnən	apbʁɛnən	apbɾɛnən	abʁɛnən	dict	[]	0.0	0.125	0.14285714285714285	apbʁɛnən	abɹɛnən	0.0	0.2857142857142857
Abbruch	apbʁʊχ	apbʁʊx	apbɾʊx	abʁʊχ	dict	[]	0.16666666666666666	0.3333333333333333	0.2	apbʁʊx	abɹʌtʃ	0.16666666666666666	0.8333333333333334
Abbruchbirne	apbʁʊxbɪʁnə	apbʁʊxbɪʁnə	apbɾʊxbɪɾnə	apbʁʊxbɪʁnə	dict	[]	0.0	0.18181818181818182	0.0	apbʁʊxbɪʁnə	abɹʌtʃbɜnə	0.0	0.7
Abbruchkante	apbʁʊxkantə	apbʁʊxkantə	apbɾʊxkantə	apbʁʊxkantə	dict	[]	0.0	0.09090909090909091	0.0	apbʁʊxkantə	abɹʌtʃkantə	0.0	0.45454545454545453
Abchasisch	apχaːzɪʃ	apxazɪʃ	apʃɑzɪʃ	apxazɪʃ	dict	[]	0.14285714285714285	0.2857142857142857	0.14285714285714285	apxazɪʃ	aptʃasɪʃ	0.14285714285714285	0.375
Abdampfentöler	apdampfɛntøːlɐ	apdampfɛntølɐ	apdampfɛntølɜ	apdampfɛntɔʏlɐ	dict	[]	0.0	0.07692307692307693	0.14285714285714285	apdamp͡fn̩tølɐ	abdampfəntølɚ	0.21428571428571427	0.23076923076923078
Abdankung	apdaŋkʊŋ	apdaŋkʊŋ	apdankʊŋ	apdaŋkʊŋ	dict	[]	0.0	0.125	0.0	apdaŋkʊŋ	abdaŋkʌŋ	0.0	0.25
Abdankungsgrund	apdaŋkʊŋsɡʁʊnt	apdaŋkʊŋsɡʁʊnt	apdankʊŋsɡɾʊnt	apdaŋkʊŋzgʁʊnt	compound	abdankung|s|grund	0.0	0.14285714285714285	0.14285714285714285	apdaŋkʊŋsɡʁʊnt	abdaŋkʌŋsɡɹʌnd	0.0	0.35714285714285715
Abdankungsgrundes	apdaŋkʊŋsɡʁʊndəs	apdaŋkʊŋsɡʁʊndəs	apdankʊŋsɡɾʊndəs	apdaŋkʊŋzgʁʊndəs	compound	abdankung|s|grundes	0.0	0.125	0.125	apdaŋkʊŋsɡʁʊndəs	abdaŋkʌŋsɡɹʌndəs	0.0	0.25
Abdankungsgründe	apdaŋkʊŋsɡʁʏndə	apdaŋkʊŋsɡʁʏndə	apdankʊŋsɡɾyndə	apdaŋkʊŋzgʁʏndə	compound	abdankung|s|gründe	0.0	0.2	0.13333333333333333	apdaŋkʊŋsɡʁʏndə	abdaŋkʌŋsɡɹyndə	0.0	0.26666666666666666
Abdeckung	apdɛkʊŋ	apdɛkʊŋ	apdɛkʊŋ	apdɛkʊŋ	dict	[]	0.0	0.0	0.0	apdɛkʊŋ	abdɛkʌŋ	0.0	0.2857142857142857
Abdruck	apdʁʊk	apdʁʊk	apdɾʊk	apdʁʊk	dict	[]	0.0	0.16666666666666666	0.0	apdʁʊk	abdɹʌk	0.0	0.5
Abduktor	apdʊktoːɐ	apdʊktoɐ	apdʊktoɾ	apdʊktoʁ	dict	[]	0.0	0.125	0.125	apdʊktoɐ̯	abdʌktɔɹ	0.1111111111111111	0.5
Abend	aːbənt	abmt	ɑbənt	abənt	dict	[]	0.5	0.2	0.0	abm̩t	abɛnd	0.4	0.4
Abendbrot	aːbəntbroːt	abntbʁot	ɑbəndbɾot	abəntbʁot	dict	[]	0.25	0.3333333333333333	0.1111111111111111	abn̩tbʁot	abəndbɹət	0.3333333333333333	0.3333333333333333
Abendessen	ʔaːbəntʔɛsən	abntɛsn	ɑbəndɛsən	abəntɛsən	dict	[]	0.2857142857142857	0.2222222222222222	0.0	abn̩tɛsn̩	abəndɛsən	0.4444444444444444	0.1111111111111111
Abendkasse	aːbəntkasə	abntkasə	ɑbəntkasə	apɛntkaszə	dict	[]	0.125	0.1111111111111111	0.3	abn̩tkasə	abəndkasə	0.2222222222222222	0.1111111111111111
Abendkleider	aːbəntklaɪdɐ	abntklaɪdɐ	ɑbəntklaɪdɜ	apɛntklaedɐ	dict	[]	0.1	0.18181818181818182	0.2727272727272727	abn̩tklaɪ̯dɐ	abəndklaɪdɚ	0.25	0.18181818181818182
Abendlied	aːbəntliːt	abntlit	ɑbəndlit	apɛndlit	dict	[]	0.14285714285714285	0.25	0.375	abn̩tlit	abəndlid	0.25	0.25
Abendluft	aːbəntlʊft	abəntlʊft	ɑbəndlʊft	apɛndlʊft	dict	[]	0.0	0.2222222222222222	0.3333333333333333	abn̩tlʊft	abəndlʌft	0.2222222222222222	0.2222222222222222
Abendmahlsgemeinschaft	aːbntmaːlsɡəmaɪnʃaft	abntmalsɡəmaɪnʃaft	ɑbəndmɑlsɡemaɪnʃaft	apɛntmalsgəmaenʃaft	dict	[]	0.0	0.2631578947368421	0.21052631578947367	abn̩tmalsɡəmaɪ̯nʃaft	ɐbɛndmɑlsɡəmeɪnʃaft	0.1	0.2631578947368421
Abendmahlsgottesdienst	aːbntmaːlsɡɔtəsdiːnst	abntmalsɡɔtəsdinst	ɑbəndmɑlsɡɔtɛsdinst	apɛntmalsgɔtɛsdinst	compound	abendmahls|gottesdienst	0.0	0.2631578947368421	0.21052631578947367	abn̩tmalsɡɔtəsdinst	ɐbɛndmɑlsɡɒtɛsdiənst	0.05263157894736842	0.35
Abendspaziergang	abntʃpatsiːɐɡaŋ	abntʃpatsiɐɡaŋ	ɑbəntspɑtsiɾɡaŋ	apɛndspatsiʁgaŋ	dict	[]	0.0	0.3333333333333333	0.4	abn̩tʃpat͡siɐ̯ɡaŋ	abəndspaziɜɡaŋ	0.17647058823529413	0.42857142857142855
Abendstimmung	aːbəntʃtɪmʊŋ	abmtʃtɪmʊŋ	ɑbəntstɪmʊŋ	apɛndstɪmmʊŋ	dict	[]	0.2	0.18181818181818182	0.4166666666666667	abn̩tʃtɪmʊŋ	abəndstɪmʌŋ	0.18181818181818182	0.2727272727272727
Abendstunde	aːbntʃtʊndə	abntʃtʊndə	ɑbəntstʊndə	apɛndstʊndə	dict	[]	0.0	0.2727272727272727	0.36363636363636365	abn̩tʃtʊndə	abəndstʌndə	0.09090909090909091	0.36363636363636365
Abenteuer	aːbəntɔʏɐ	abmtɔɪɐ	ɑbəntɔøɜ	abəntɔʏɐ	dict	[]	0.42857142857142855	0.375	0.0	abm̩tɔɪ̯ɐ	abəntjuɜ	0.4444444444444444	0.375
Abenteuerreise	aːbntɔɪɐʁaɪzə	abntɔɪɐʁaɪzə	ɑbəntɔøɜraɪzə	apɛntɔɔʏɐʁaezə	dict	[]	0.0	0.38461538461538464	0.35714285714285715	abn̩tɔɪ̯ɐʁaɪ̯zə	abəntjuəreɪzə	0.2	0.46153846153846156
Abenteuerroman	aːbntɔɪɐʁomaːn	abntɔɪɐʁoman	ɑbəntɔøɜromɑn	apɛntɔɔʏɐʁoman	dict	[]	0.0	0.46153846153846156	0.2857142857142857	abn̩tɔɪ̯ɐʁoman	abəntjuɛromɐn	0.14285714285714285	0.46153846153846156
Abenteuerromane	aːbntɔɪɐʁomaːn	abntɔɪɐʁomanə	ɑbəntɔøɜromɑnə	apɛntɔɔʏɐʁomanə	dict	[]	0.07692307692307693	0.5	0.3333333333333333	abn̩tɔɪ̯ɐʁomanə	abəntjuɛromɑnə	0.2	0.5
Abenteuerromanes	aːbntɔɪɐʁomaːnɛs	abntɔɪɐʁomanəs	ɑbəntɔøɜromɑnəs	apɛntɔɔʏɐʁomanəs	compound	abenteuerromane|s	0.07142857142857142	0.4666666666666667	0.3125	abn̩tɔɪ̯ɐʁomanəs	abəntjuɛromanəs	0.1875	0.4
Abenteuerromans	aːbntɔɪɐʁomaːns	abntɔɪɐʁomans	ɑbəntɔøɜromɑns	apɛntɔɔʏɐʁomans	dict	[]	0.0	0.42857142857142855	0.26666666666666666	abn̩tɔɪ̯ɐʁomans	abəntjuɛroməns	0.13333333333333333	0.42857142857142855
Abenteuerspielplatz	aːbntɔɪɐʃpiːlplats	abntɔɪɐʃpilplats	ɑbəntɔøɜʃpilplats	apɛntɔɔʏɛʁspilplats	dict	[]	0.0	0.23529411764705882	0.3684210526315789	abn̩tɔɪ̯ɐʃpilplat͡s	ɐbɛntjuɜspilplats	0.15789473684210525	0.35294117647058826
Aber	aːbɐ	abɐ	ɑbɜ	abeʁ	dict	[]	0.0	0.6666666666666666	0.5	abɐ	ɑbɜ	0.0	0.6666666666666666
Aberglaube	aːbɐɡlaʊbə	abɐɡlaʊbə	apɛɾɡlaʊbə	apɛɐglaobə	dict	[]	0.0	0.3	0.4	abɐɡlaʊ̯bə	abɜɡlaʊb	0.1	0.25
Aberglaubens	ʔaːbɐɡlaʊbms	abɐɡlaʊbms	apɛɾɡlaʊbəns	apɐglaobəns	dict	[]	0.0	0.4166666666666667	0.45454545454545453	abɐɡlaʊ̯bm̩s	abɜɡlaʊbəns	0.16666666666666666	0.2727272727272727
Abernten	apɛrntən	apɛʁntn	ɑbɛɾntən	apɛɐntən	dict	[]	0.2857142857142857	0.375	0.125	abɐntn̩	ɐbɜntən	0.7142857142857143	0.5714285714285714
Aberwitz	aːbɐvɪts	abɐvɪts	apɛɾvɪts	apɛɐvɪts	dict	[]	0.0	0.375	0.25	abɐvɪt͡s	ɐbɛɾwɪts	0.125	0.5
Abfahrer	apfaːʁɐ	apfaʁɐ	apfɑrɜ	apfaʁɐ	dict	[]	0.0	0.5	0.0	apfaʁɐ	apfɑrɜ	0.0	0.5
Abfahrt	apfaːrt	apfaɐt	apfɑɾt	apfaʁt	dict	[]	0.16666666666666666	0.3333333333333333	0.16666666666666666	apfaɐ̯t	apfɑɾt	0.2857142857142857	0.3333333333333333
Abfallbehälter	apfalbəhɛltɐ	apfalbəhɛltɐ	apfalbeɛltɜ	apfallbeɛltɐ	dict	[]	0.0	0.2727272727272727	0.25	apfalbəhɛltɐ	apfəlbɪhɛltɜ	0.0	0.25
Abfallbehälters	apfalbəhɛltɐs	apfalbəhɛltɐs	apfalbeɛltɜs	apfallbeɛltɛʁs	dict	[]	0.0	0.25	0.35714285714285715	apfalbəhɛltɐs	apfəlbəhɛltɜs	0.0	0.15384615384615385
Abfalleimer	apfalʔaɪmɐ	apfalaɪmɐ	apfalaɪmɜ	apfallaemɐ	dict	[]	0.0	0.1111111111111111	0.2	apfalaɪ̯mɐ	apfɐlaɪmɜ	0.1	0.2222222222222222
Abfallkorb	apfalkɔʁp	apfalkɔʁp	apfalkɔɾp	apfallkɔʁp	dict	[]	0.0	0.1111111111111111	0.1	apfalkɔʁp	apfɔlkɔrb	0.0	0.3333333333333333
Abfalltonne	apfaltɔnə	apfaltɔnə	apfaltɔnə	apfalltɔnnə	compound	abfall|tonne	0.0	0.0	0.18181818181818182	apfaltɔnə	apfɔltɔnə	0.0	0.1111111111111111
Abfasser	apfasɐ	apfasɐ	apfasɜ	apfaszɐ	dict	[]	0.0	0.16666666666666666	0.14285714285714285	apfasɐ	apfasɜ	0.0	0.16666666666666666
Abfassung	apfasʊŋ	apfasʊŋ	apfasʊŋ	apfaszʊŋ	dict	[]	0.0	0.0	0.125	apfasʊŋ	apfasʌŋ	0.0	0.14285714285714285
Abfertigung	apfɛʁtiɡʊŋ	apfɛʁtɪɡʊŋ	apfɛɾtɪɡʊŋ	apfɛʁtigʊŋ	dict	[]	0.1	0.2	0.1	apfɛʁtɪɡʊŋ	apfəɾtɪɡʌŋ	0.1	0.4
Abfertigungsgebäude	apfɛʁtiɡʊŋsɡəbɔɪdə	apfɛʁtɪɡʊŋsɡəbɔɪdə	apfɛɾtɪɡʊŋsɡəbɔødə	apfɛʁtɪgʊŋsgebɔɔʏdə	compound	abfertigung|s|gebäude	0.05555555555555555	0.16666666666666666	0.3157894736842105	apfɛʁtɪɡʊŋsɡəbɔɪ̯də	apfərtɪɡʌŋsɡəbɔdə	0.10526315789473684	0.29411764705882354
Abfertigungsschalter	apfɛʁtiɡʊŋsʃaltɐ	apfɛɾtɪgʊŋscaltɜ	apfɛɾtɪɡʊŋscaltɜ	apfɛʁtigʊŋsʃaltɐ	dict	[]	0.3125	0.25	0.0625	apfɛʁtɪɡʊŋsʃaltɐ	apfərtɪɡʌŋsʃaltɜ	0.0625	0.3125
Abfeuerung	apfɔʏəʁʊŋ	apfɔøərʊŋ	apfɔøərʊŋ	apfɔɔʏɐʊŋ	compound	ab|feuerung	0.2222222222222222	0.2222222222222222	0.3333333333333333	apfɔɪ̯ɐʊŋ	apfjuərʌŋ	0.3333333333333333	0.4444444444444444
Abfindung	apfɪndʊŋ	apfɪndʊŋ	apfɪndʊŋ	apfɪndʊŋ	dict	[]	0.0	0.0	0.0	apfɪndʊŋ	apfɪndʌŋ	0.0	0.125
Abflug	ʔapfluːk	apfluk	apfluk	apfluk	dict	[]	0.0	0.0	0.0	apfluk	apflʌɡ	0.0	0.3333333333333333
Abfluges	ʔapfluːɡəs	apfluɡəs	apfluɡəs	apflugəs	dict	[]	0.0	0.0	0.125	apfluɡəs	apfluʒᵻs	0.0	0.25
Abflugs	ʔapfluːks	apfluks	apfluks	apfluks	dict	[]	0.0	0.0	0.0	apfluks	apflʌɡz	0.0	0.42857142857142855
