grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per	olaph_llm	byt5	olaph_llm_per	byt5_per
Alize	əliz	ɑlizi	əlaɪz	əlaɪz	compound	ali|ze	0.4	0.4	0.4	əlaɪz	əlaɪz	0.4	0.4
Aljunied	ældʒuːnɪd	ældʒunid	əldʒʌnid	əldʒunid	compound	al|ju|nied	0.125	0.375	0.25	ɔld͡ʒunid	ældʒunɪd	0.3333333333333333	0.0
Allamakee	æləməki	æləmæki	aləmaki	ələmeɪki	compound	allam|akee	0.14285714285714285	0.2857142857142857	0.375	æləməki	æləmeɪki	0.0	0.25
Alloa	æloʊə	æləʊə	aləʊə	ələʊ	compound	allo|a	0.0	0.2	0.5	æləwə	ələʊə	0.2	0.2
Almiros	ɑlmɪɹɒs	ælmɪɹəʊz	ɒlmiəɹəʊz	ælmɪɹəʊz	compound	al|miros	0.5	0.6666666666666666	0.5	ɑlmɪɹɒs	ælmɪɹəʊz	0.0	0.5
Almondbury	ɑːməndbəɹɪ	ɒlməndbɛɹi	ɒlməndbɹi	ælməndbɚi	compound	almond|bury	0.4	0.4444444444444444	0.5555555555555556	ɒlməndbɛɹi	ɒlməndbɛɹi	0.4	0.4
Almondsbury	ɑːməndzbəɹɪ	ɒlməndzbɛɹi	ɒlmɒndsbɹi	ælməndzbɚi	compound	almonds|bury	0.36363636363636365	0.6	0.5	ɒlməndzbəɹi	ɔlməndzbɛɹi	0.2727272727272727	0.36363636363636365
Alnwick	ænɪk	ælnwɪk	əlnwɪk	ælnwɪk	compound	aln|wick	0.3333333333333333	0.5	0.3333333333333333	ælnwɪk	ɔlnwɪk	0.3333333333333333	0.5
Alpish	ælpɪʃ	ælpɪʃ	alpɪʃ	ælpɪʃ	compound	alp|ish	0.0	0.2	0.0	ælpɪʃ	ælpɪʃ	0.0	0.0
Altess	ɑltɛs	ɑltɛs	ɔltɛs	æltɪs	compound	alt|ess	0.0	0.2	0.4	ɒltɛs	ɔltɛs	0.2	0.2
Alucard	æləkɑːɹd	ɑlukɑd	alukɑd	ælukɚd	compound	alu|card	0.5	0.5	0.5	æləkɑɹd	æljukɑd	0.0	0.42857142857142855
Amalec	æməlɛk	əmɑlɛk	əmeɪlək	əməlɪk	compound	amal|ec	0.3333333333333333	0.5714285714285714	0.3333333333333333	æməlɛk	æməlɛk	0.0	0.0
Amalek	æməlɛk	əmɑlɛk	əmeɪlək	əmɑlɛk	compound	amal|ek	0.3333333333333333	0.5714285714285714	0.3333333333333333	əmeɪlɛk	æməlɛk	0.42857142857142855	0.0
Amalthean	æməlθiːən	aməlθɪən	əmalθiən	əmælθən	compound	amalthea|n	0.25	0.25	0.42857142857142855	æmælθiən	əmælθiən	0.125	0.25
Amaltheian	æməlθiːən	əmɑlθiən	əmalθeɪən	əmælðaɪən	compound	amal|theia|n	0.25	0.4444444444444444	0.5555555555555556	æmælθiən	əmælθaɪən	0.125	0.4444444444444444
Amapá	ɑːməpɑː	ɑməpɑ	aməpɑ	əməp	compound	[]	0.0	0.2	0.5	amapʌ	æməpa	0.6	0.4
Amee	eɪmi	eɪmi	ami	eɪmi	compound	ame|e	0.0	0.6666666666666666	0.0	əmi	əmi	0.6666666666666666	0.6666666666666666
Americanised	æmɛɹɪkənaɪzd	əmɛɹəkənaɪzd	əmɛɹɪkanaɪzd	əmɛɹɪkənɪsd	compound	american|ise|d	0.16666666666666666	0.16666666666666666	0.2727272727272727	əmɛɹɪkənaɪzd	əmɛɹɪkənaɪzd	0.08333333333333333	0.08333333333333333
Amerithrax	əmɛɹɪθɹæks	əmɛɹiθɹaks	aməɹɪθɹaks	əmɚɪθɹæks	compound	ameri|thrax	0.2	0.3	0.2222222222222222	əmɛɹɪθɹæks	æməɹɪθɹæks	0.0	0.2
Ameritrash	əmɛɹɪtɹæʃ	əmɛɹitɹæʃ	aməɹɪtɹaʃ	əmɚɪtɹæʃ	compound	ameri|trash	0.1111111111111111	0.3333333333333333	0.25	əmɛɹɪtɹæʃ	æməɹɪtɹæʃ	0.0	0.2222222222222222
Amfilochia	æmfɪləʊkiːə	æmfaɪləʊtʃiə	amfɪlɒkiə	æmfaɪləʊtʃiə	compound	am|filo|chia	0.25	0.3333333333333333	0.25	æmfɪləʊkaɪə	æmfɪləʊkiə	0.18181818181818182	0.0
Amfilohia	æmfɪləʊhaɪə	æmfɪləʊhiə	amfɪləʊhiə	æmfaɪləʊhiə	compound	am|fil|ohia	0.2	0.3	0.2727272727272727	æmfɪləʊhiə	æmfɪləʊhiə	0.2	0.2
Amfilokhia	æmfɪləʊkaɪə	æmfaɪləʊkhaɪə	amfɪlɒkhiə	æmfɪlɑkiə	compound	am|filo|k|hi|a	0.15384615384615385	0.5	0.4444444444444444	æmfɪlɒkɪə	æmfɪləʊkiə	0.3333333333333333	0.2
Amygism	eɪmidʒɪzəm	eɪmigɪzəm	amaɪdʒɪzəm	æmɪɡɪzəm	compound	amy|g|ism	0.2222222222222222	0.4	0.625	æmɪd͡ʒɪzəm	eɪmɪdʒɪzəm	0.4	0.1
Anaxarete	ənæksəɹɛti	ænəksæɹɪti	anəksaɹit	ənæksɚit	compound	ana|x|arete	0.4	0.5555555555555556	0.5	ænæksəɹit	ænæksəɹit	0.3333333333333333	0.3333333333333333
Anglophilic	æŋɡləfɪlɪk	æŋɡləʊfɪlɪk	aŋɡləfɪlɪk	æŋɡləfɪlɪk	compound	anglo|philic	0.09090909090909091	0.1	0.0	æŋɡləfɪlɪk	æŋɡləfɪlɪk	0.0	0.0
Anich	ænɪtʃ	ænitʃ	anɪʃ	ænɪk	compound	ani|ch	0.2	0.5	0.5	ænɪk	ænɪtʃ	0.5	0.0
Ankang	ɑːnkɑŋ	ənkæŋ	aŋkaŋ	æŋkæŋ	compound	an|kang	0.4	0.6	0.6	æŋkæŋ	æŋkæŋ	0.6	0.6
Anling	ɑːnlɪŋ	ənlɪŋ	anlɪŋ	ænlɪŋ	compound	an|ling	0.2	0.2	0.2	ænlɪŋ	ænlɪŋ	0.2	0.2
Anlu	ɑːnluː	ənlu	anlu	ənlu	compound	an|lu	0.25	0.25	0.25	ɑnlʊ	ænlu	0.25	0.25
Anning	ɑːnnɪŋ	ænɪŋ	anɪŋ	ænɪŋ	compound	ann|ing	0.5	0.5	0.5	ənɪŋ	ænɪŋ	0.5	0.5
Anping	ɑːnpɪŋ	ənpɪŋ	anpɪŋ	ænpɪŋ	compound	an|ping	0.2	0.2	0.2	ænpɪŋ	ænpɪŋ	0.2	0.2
Anput	ɑːnpʊt	ənpʊt	anpʊt	ænpət	compound	an|put	0.2	0.2	0.4	ænpʊt	ænpʌt	0.2	0.4
Anqing	ɑːntʃɪŋ	ənkɪŋ	aŋkɪŋ	æŋkɪŋ	compound	an|qing	0.6	0.8	0.8	æŋkɪŋ	ænkɪŋ	0.8	0.6
Anser	ænsɚ	ænsɹ	ansə	ænzɚ	compound	anse|r	0.25	0.5	0.25	ænsɚ	ænsə	0.0	0.25
Anthean	ænθiːən	ænθiən	anθiən	ænθən	compound	anthea|n	0.0	0.16666666666666666	0.2	ænθiən	ænθiən	0.0	0.0
Antigonish	æntɪɡənɪʃ	æntɪɡəʊniɛseɪtʃ	antɪɡɒnɪʃ	æntɪɡənɪʃ	compound	antigo|ni|sh	0.4	0.2222222222222222	0.0	æntɪɡənɪʃ	æntɪɡɒnɪʃ	0.0	0.1111111111111111
Antillean	æntɪliən	æntɪliən	antɪlin	æntɪlən	compound	antill|ean	0.0	0.2857142857142857	0.14285714285714285	æntəlɪən	æntɪliən	0.25	0.0
Antiope	æntaɪəpi	æntiəʊp	antɪəʊp	æntiəʊp	compound	anti|ope	0.5714285714285714	0.5714285714285714	0.5714285714285714	æntɪəʊp	æntɪəʊp	0.42857142857142855	0.42857142857142855
Anxin	ɑːnʃiːn	ənʃɪn	aŋksɪn	ænzɪn	compound	an|xin	0.4	0.8333333333333334	0.6	æŋʃɪn	æŋksɪn	0.6	0.8333333333333334
Anze	ɑːndzʌ	ənzi	anz	ænz	compound	an|ze	0.75	1.0	1.0	ænzeɪ	ænz	0.8	1.0
Aomen	aʊmən	əəʊmɛn	eɪəmɛn	æmən	compound	a|omen	0.5	0.5	0.25	eɪəmn	əmɛn	0.6	0.25
Apurímac	ɑpuɹimɑk	ɑpuɹimɑk	əpjʊəɹɪmak	əpɚmək	compound	[]	0.0	0.6	0.8333333333333334	əpʊɹɪmæk	əpjʊɹɪmæk	0.5	0.5555555555555556
Aquaforte	ækwəfɔɹt	ækwəfɔɹt	akwəfɔteɪ	əkwəfɔɹt	compound	aqua|forte	0.0	0.4444444444444444	0.125	ækwəfɔt	ækwəfɔt	0.14285714285714285	0.14285714285714285
Arabana	ʌɹəbʌnə	æɹəbænə	aɹəbɑnə	ɔɹəbənə	compound	arab|ana	0.2857142857142857	0.2857142857142857	0.2857142857142857	əɹəbænə	æɹəbænə	0.2857142857142857	0.2857142857142857
Arabness	æɹəbnəs	æɹəbnes	aɹəbnəs	ɔɹæbnəs	compound	arab|ness	0.14285714285714285	0.14285714285714285	0.2857142857142857	əɹəbnes	æɹəbnəs	0.2857142857142857	0.0
Arans	æɹənz	ɛɹənz	aɹənz	ɑɹænz	compound	aran|s	0.2	0.2	0.4	əɹænz	æɹənz	0.4	0.0
Aras	æɹæs	æɹəz	ɑɹəz	ɑɹəz	compound	ara|s	0.5	0.75	0.75	əɹæs	ɑɹəz	0.25	0.75
Araxes	əɹæksiːz	ɑɹæksiz	aɹaksɪz	ɑɹæksɪz	compound	ar|axes	0.14285714285714285	0.42857142857142855	0.2857142857142857	əɹæksɪz	əɹæksɪz	0.14285714285714285	0.14285714285714285
Areopagite	æɹiːɒpəɡaɪt	ɑɹəʊpəɡaɪt	aɹɪɒpədʒaɪt	ɛɹiəʊpədʒɪt	compound	are|opa|gite	0.3	0.36363636363636365	0.45454545454545453	əɹiəpəd͡ʒaɪt	eəɹɪɒpədʒaɪt	0.4166666666666667	0.4166666666666667
Argentinan	ɑɹdʒɪntiːnən	ɑɹdʒəntinən	ɑdʒəntɪnən	ɑɹdʒɛntɪnən	compound	argentina|n	0.09090909090909091	0.3	0.18181818181818182	ɑɹd͡ʒəntaɪnən	ɑdʒɛntinən	0.3076923076923077	0.2
Arielian	æɹiiːliən	æɹiəliən	aɹiliən	ɑɹiliən	compound	ariel|ian	0.125	0.2857142857142857	0.2857142857142857	ɛɹiliən	eəɹiliən	0.2857142857142857	0.375
Arkansasan	ɑːɹkənsɔːn	ɑɹkənsɑən	ɑkənsasən	ɑɹkənsəsən	compound	arkansas|an	0.2222222222222222	0.4444444444444444	0.3	ɑɹkənsəsən	ɑkɑnsɑsən	0.3	0.5555555555555556
Arun	ɑːɹʊn	ɑɹən	aɹʌn	ɑɹən	compound	ar|un	0.25	0.5	0.25	ɑɹun	æɹʌn	0.25	0.5
Arverni	ɑːɹvɜːɹnaɪ	ɑɹvɹni	ɑvəni	ɑɹvɚni	compound	arve|r|ni	0.5	1.0	0.6666666666666666	ɑɹvəɹnaɪ	ɑvɜni	0.125	0.8
Asaph	eɪsæf	eɪɛseɪpih	əsaf	əsəf	compound	asap|h	0.6666666666666666	0.75	0.75	æsəf	æsæf	0.75	0.5
Asenath	æsɪnæθ	æzɛnəθ	asɛnət	əsɛnəθ	compound	as|ena|th	0.5	0.6666666666666666	0.5	əsɛnəθ	eɪsnæθ	0.5	0.5
Ashfield	æʃfiːld	æʃfild	aʃfild	æʃfild	compound	ash|field	0.0	0.16666666666666666	0.0	æʃfild	æʃfild	0.0	0.0
Ashina	ɑːʃiːnə	æʃinə	aʃɪnə	æʃinə	compound	ash|ina	0.2	0.4	0.2	əʃɪnə	æʃinə	0.4	0.2
Ashwick	æʃwɪk	æʃwɪk	aʃwɪk	æʃwɪk	compound	ash|wick	0.0	0.2	0.0	æʃwɪk	æʃwɪk	0.0	0.0
Athamas	æθəmæs	æθəmæs	aθɑməz	æθəməz	compound	atha|mas	0.0	0.6666666666666666	0.3333333333333333	əθəməz	əθɑməz	0.5	0.6666666666666666
Athenianism	əθiːniənɪzəm	əθiniənɪzəm	aθiniənɪzəm	æθiniənɪzəm	compound	athenian|ism	0.0	0.09090909090909091	0.09090909090909091	əθiniənɪzəm	əθiniənɪzəm	0.0	0.0
Australianise	ɒstɹeɪljənaɪz	ɔstɹeɪljənaɪz	ɒstɹeɪliənaɪz	əstɹəliənɪs	compound	australian|ise	0.07692307692307693	0.07692307692307693	0.5454545454545454	ɔstɹeɪlɪənaɪz	ɔstɹeɪliənaɪz	0.15384615384615385	0.15384615384615385
Austronesians	ɔːstɹoʊniːʒənz	ɒstɹəʊniʒənz	ɒstɹəʊniziənz	əstɹənɛʒənz	compound	austronesian|s	0.08333333333333333	0.23076923076923078	0.2727272727272727	ɔstɹəʊniʒənz	ɔstɹəʊniʒənz	0.0	0.0
Avonmouth	eɪvənmaʊθ	eɪvɑnməθ	eɪvɒnməθ	əvɑnməθ	compound	avon|mouth	0.125	0.125	0.42857142857142855	eɪvɒnməθ	ævənməθ	0.125	0.2857142857142857
Axmouth	æksməθ	æksməθ	aksməθ	æksməθ	compound	ax|mouth	0.0	0.16666666666666666	0.0	æksməθ	æksmuθ	0.0	0.16666666666666666
Ayrab	eɪɹæb	eɪɹæb	eəɹab	eɪɹəb	compound	ayr|ab	0.0	0.4	0.2	əɹæb	eɪɹæb	0.5	0.0
Azal	əzɑl	əzæl	azəl	əzəl	compound	az|al	0.25	0.5	0.25	əzæl	æzəl	0.25	0.5
Azazel	æzəzɛl	əzəzɛl	azeɪzəl	əzəzəl	compound	az|az|el	0.16666666666666666	0.5714285714285714	0.3333333333333333	əzəzɛl	æzəzəl	0.16666666666666666	0.16666666666666666
Badajoz	bɑːdəhoʊs	bɑdədʒəʊz	badədʒɒz	bædədʒəz	compound	bada|jo|z	0.3333333333333333	0.625	0.625	bədʒəʊz	bædədʒɒz	0.5714285714285714	0.625
Badelaide	bædəleɪd	bædəleɪd	beɪdleɪd	bædɛleɪd	compound	b|adelaide	0.0	0.375	0.125	bədɛleɪd	beɪdleɪd	0.25	0.375
Baháʼism	bəhɑːɪzm	pahaɪzəm	biəeɪtʃɑɹɪdʒɛktɪvaɪɛsɛm	bɑɪzəm	compound	[]	0.5	0.782608695652174	0.5	bəhɑɪzəm	bæhɑsɪzəm	0.125	0.3333333333333333
Baháʼu'lláh	bəhɑːʊlɑː	pahaɵlɔ	biəeɪtʃɑɹɪdʒɛktɪvjuɛlɛlɑɹeɪtʃ	bɑul	compound	[]	0.7142857142857143	0.8275862068965517	1.0	bəhɑwəllɔ	bæhætsula	0.4444444444444444	0.6666666666666666
Baicheng	baɪtʃɛŋ	baɪtʃɛŋ	beɪtʃɛŋ	beɪtʃɪŋ	compound	bai|cheng	0.0	0.14285714285714285	0.2857142857142857	baɪtʃɛŋ	beɪtʃɛŋ	0.0	0.14285714285714285
Baidu	baɪduː	baɪdu	beɪdu	beɪdu	compound	bai|du	0.0	0.2	0.2	baɪdu	beɪdu	0.0	0.2
Baihe	baɪhi	baɪhi	beɪh	beɪh	compound	bai|he	0.0	0.5	0.5	baɪhi	beɪh	0.0	0.5
Baishan	baɪʃæn	baɪzhæn	beɪʃən	beɪʃən	compound	bais|han	0.2857142857142857	0.3333333333333333	0.3333333333333333	baɪʃən	beɪʃən	0.16666666666666666	0.3333333333333333
Baiyang	baɪjæŋ	baɪjæŋ	beɪjaŋ	beɪjɑŋ	compound	bai|yang	0.0	0.3333333333333333	0.3333333333333333	baɪjæŋ	beɪjæŋ	0.0	0.16666666666666666
Balaam	beɪləm	bɑləæm	balɑm	bɑlɑm	compound	bala|am	0.5	0.6	0.6	bəlam	bælɑm	0.6	0.6
Balaton	bælətɒn	bælætɒn	balatən	bælətən	compound	balat|on	0.14285714285714285	0.42857142857142855	0.14285714285714285	bælətən	bælətən	0.14285714285714285	0.14285714285714285
Ballindine	bælɪndaɪn	bælɪndaɪn	balɪndaɪn	bælɪndɪn	compound	ballin|dine	0.0	0.1111111111111111	0.125	bælindaɪn	bɔlɪndin	0.1111111111111111	0.375
Ballybunion	bælibʌniən	bɔlibʌnɪən	balɪbjuniən	bæljbjunjən	compound	bally|bunion	0.2	0.36363636363636365	0.36363636363636365	bælɪbʌnjən	bælɪbjuniən	0.2	0.2727272727272727
Banzhudang	bændʒudæŋ	bænʒudæŋ	banʒjudaŋ	bænhudæŋ	compound	ban|zhu|dang	0.125	0.4444444444444444	0.25	bænʒudæŋ	bænzhjudæŋ	0.125	0.3
Baode	baʊdi	bədə	beɪɒd	beɪd	compound	bao|de	0.25	0.8	0.75	bəd	baɪəʊd	0.3333333333333333	0.6666666666666666
Baoding	baʊdɪŋ	bədɪŋ	beɪɒdɪŋ	bædɪŋ	compound	bao|ding	0.0	0.42857142857142855	0.2	bədɪŋ	baɪəʊdɪŋ	0.0	0.375
Baoji	baʊdʒiː	bədʒi	beɪɒdʒi	bædʒi	compound	bao|ji	0.0	0.42857142857142855	0.2	bəd͡ʒi	bəɒdʒi	0.16666666666666666	0.16666666666666666
Baoshan	baʊʃæn	bəʃæn	beɪɒʃən	bæʃən	compound	bao|shan	0.0	0.5714285714285714	0.4	bəʃən	bəʃən	0.2	0.2
Baoting	baʊtɪŋ	bətɪŋ	beɪɒtɪŋ	bætɪŋ	compound	bao|ting	0.0	0.42857142857142855	0.2	bətɪŋ	baɪəʊtɪŋ	0.0	0.375
Baryakina	bəɹjakɪnə	bəɹjakɪnə	bɑɹɪəkinə	bɛɹieɪkinə	compound	baryakin|a	0.0	0.4444444444444444	0.5	bɑɹiɑkɪnə	bæɹɪəkinə	0.3333333333333333	0.4444444444444444
Bassaleg	bæsælɛɡ	bæsəlɛɡ	baseɪləɡ	bæsələɡ	compound	bassa|leg	0.14285714285714285	0.5	0.2857142857142857	bæsəliɡ	bæsəlɛɡ	0.2857142857142857	0.14285714285714285
Batesian	beɪtsiən	beɪtsiən	beɪtiziən	beɪtɛʃən	compound	bates|ian	0.0	0.2222222222222222	0.25	beɪsiən	bətiziən	0.14285714285714285	0.5
Batken	bætkɛn	bætkɛn	batkən	bætkən	compound	bat|ken	0.0	0.3333333333333333	0.16666666666666666	bætkən	bætkən	0.16666666666666666	0.16666666666666666
Battlefielder	bætəlfiːldɚ	bætəlfildɜ	batəlfildə	bætləfildɚ	compound	battlefield|er	0.1	0.2	0.2	bætəlfildə	bætəlfildə	0.1	0.1
Baybayin	baɪbajin	beɪbeɪɪn	beɪbeɪɪn	beɪbeɪən	compound	bay|bay|in	0.5	0.5	0.5	bəbaɪɪn	beɪbeɪɪn	0.5714285714285714	0.5
Beaconsfield	biːkənzfiːld	bikənzfild	bikənsfild	bikənsfild	compound	beacons|field	0.0	0.1	0.1	bikənzfild	bikənsfild	0.0	0.1
Beaumaris	boʊmæɹɪs	bəʊmɛɹɪs	bəʊmɑɹɪs	bimɑɹɪs	compound	beau|maris	0.125	0.125	0.42857142857142855	bəʊmɚis	bjuməɹɪs	0.42857142857142855	0.375
Beej	biːdʒ	bidʒ	bidʒ	bi	compound	bee|j	0.0	0.0	1.0	bɪd͡ʒ	bidʒ	0.4	0.0
Beghard	bəɡɑːɹd	bɛɡhɑd	bɛɡhɑd	bɛɡhɚd	compound	beg|hard	0.5	0.5	0.5	bɛɡhɑɹd	bɛɡhɑd	0.2857142857142857	0.5
Bei'an	beɪɑn	biiən	beɪən	biən	compound	be|ian	0.6	0.2	0.75	beɪɑn	beɪən	0.0	0.2
Bellburns	bɛlbɝnz	bɛlbɜnz	bɛlbɜnz	bɛlbɚnz	compound	bell|burns	0.14285714285714285	0.14285714285714285	0.14285714285714285	bɛlbɜɹnz	bɛlbɜnz	0.25	0.14285714285714285
Belleoram	bəlɔːɹəm	bɛlɔɹəm	bɛlɪɔɹam	bɛlɚɹəm	compound	belle|oram	0.14285714285714285	0.375	0.2857142857142857	bɛləɹəm	bɛlɪɔɹæm	0.2857142857142857	0.375
Belmarsh	bɛlmɑːɹʃ	bɛlmɑʃ	bɛlmɑʃ	bɛlmɚʃ	compound	bel|marsh	0.16666666666666666	0.16666666666666666	0.3333333333333333	bɛlmɑɹʃ	bɛlmɑʃ	0.0	0.16666666666666666
Belorussianism	bɛləɹʌʃənɪzəm	bɛləʊɹʌʃənɪzəm	bɪlɔɹənɪzəm	bɛlɔɹəsiənɪzəm	compound	belorussian|ism	0.07142857142857142	0.36363636363636365	0.2857142857142857	bɪlɒɹʌʃiənɪzəm	bɛləɹʌʃənɪzəm	0.21428571428571427	0.0
Benadryl	bɛnədɹɪl	bɛnədɹaɪl	bɛnədɹɪl	bɛnədɹil	compound	bena|dry|l	0.1111111111111111	0.0	0.125	bɛnədɹaɪl	bɛnədɹaɪl	0.1111111111111111	0.1111111111111111
Bendemeer	bɛndəmɪɚ	bɛndəmeə	bɛndɪmiə	bɛndɪmɚ	compound	bend|em|eer	0.25	0.375	0.2857142857142857	bɛndəmɪəɹ	bɛndɪmiə	0.2222222222222222	0.375
